id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey,collId,recordId,references
4694663,MMNS,CUCH1,,PreservedSpecimen,5e767077-6d07-4fcd-a2ec-a8eb3e3879c6,9983,9983,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,Nomenclatural Adjustment,9-Aug-16,Kartesz. 2010.,Taxonomic schema 8.,,,,John Hays,,,3247,5/13/03,2003,5,13,133,,5/13/03,,Recently-burned but mostly grown over bog and longleaf pine savanna.,,,,,,,,flo,,,,,,,,,United States,Mississippi,Jackson,,VanCleave; McGregor Rd. ca. 2.6 m. NNE of jct. with HY57 ca. 100 meters before bridge over Pascagoula River;,,1,,30.58032,-88.671,WGS84,100,"T5S,R7W, S.27, NW4SE4.",heathers (2016-06-03 08:26:43),,georef batch tool 2016-06-03,reviewed - high confidence,,,,,,,,,,,6/3/16 11:26,,613,urn:uuid:04717159-83e7-4097-8369-488fa3b68ac5,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694663
4694664,MMNS,CUCH1,,PreservedSpecimen,e9e5015d-9f30-424c-95a9-eaa5c005c9f9,9984,9984,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,Nomenclatural Adjustment,9-Aug-16,Kartesz. 2010.,Taxonomic schema 8.,,,,John Hays,,,3245,5/13/03,2003,5,13,133,,5/13/03,,Small (<0.5 acre) regularly mown bog.,,,,,,,,flo,,,,,,,,,United States,Mississippi,Jackson,,VanCleave; HY57 across (NE) from VanCleave Elementary School,,1,,30.54765,-88.69031,WGS84,100,"T6S,R7W, S.4, NE4SW4",heathers (2016-06-03 08:26:13),,georef batch tool 2016-06-03,reviewed - high confidence,,,,,,,,,,,6/3/16 11:26,,613,urn:uuid:95b14a77-65e7-4fad-9d59-09186b5f4d01,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694664
4694665,MMNS,CUCH1,,PreservedSpecimen,46f52792-528b-4608-a7fd-fb43f2565130,10651,10651,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,Nomenclatural Adjustment,9-Aug-16,Kartesz. 2010.,Taxonomic schema 8.,,,,Dan Wyrick,,,95-40,5/8/95,1995,5,8,128,,5/8/95,infrequent in openings among shrubs; moist sandy loam soil.,degraded pitcher plant savannah which has been logged and extensively colonized by Cliftonia monophylla. elev. 210',,,,,,,,flo,,,,,,,,,United States,Mississippi,Perry,,"CSTS TA 34, DeSoto Nat'l Forest. pitcher plant savannah 0.9 mi S of FR 312 on Rd. accessing military firing pts. 311 and 512.",Camp Shelby Training Site,1,,31.15467,-89.00273,WGS84,100,SE/4 NE/4 SW/4 SEC 9 T2N R12W,heathers (2016-06-02 08:25:15),,georef batch tool 2016-06-02,reviewed - high confidence,,,,,,,,,,HMS,6/2/16 11:25,,613,urn:uuid:636fe3b4-8df7-48f5-be1b-2dabce32fb49,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694665
4694744,GEO,General Collection,,PreservedSpecimen,a7fc4c16-bde1-46ec-8cbe-d4c6ce60fffa,16244,GEO-GC-016244-0,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,N.M. Franz,2016,Weakley. 2015.,,,,,G. W. McDowell,,,,6/18/47,1947,6,18,169,,,Native to Southeastern United States,"Devil's Fork Swamp, 2 1/2 miles east of Hendersonville",,,406,,,,,,,,,,,,,,United States of America,North Carolina,Henderson County,,Henderson County,,1,,35.317805,-82.529345,WGS84,14542,,,,GeoLocate,,,,,,,,,,,,5/16/16 10:04,,613,urn:uuid:9d21c4cd-de47-4e3f-ac9e-6acf5318cbc0,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694744
4694507,USCH,MAIN,,PreservedSpecimen,bfd70285-a50f-4f55-9624-df7e03fd4a28,18329,18329,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis divaricata,"(L.) Pansarin & F. Barros, 2009",Cleistesiopsis,divaricata,,,N.M. Franz,2016,,,,,,"Batson, Jr., Wade",,,,6/2/67,1967,6,2,153,,,,overgrown bottomland,,,,,,,,flowering,,,,,,,,,United States,South Carolina,Hampton County,,3 miles S of Hampton Low,,1,,32.834409,-81.127605,WGS84,7103,,,,GeoLocate,,,,,,,,,,,,5/25/16 13:38,,613,urn:uuid:2bdcf436-1aff-425e-a603-98e0abac33c2,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694507
4694516,USCH,MAIN,,PreservedSpecimen,8cfef369-b151-417f-964f-c57d6ed30dcf,18330,18330,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis divaricata,"(L.) Pansarin & F. Barros, 2009",Cleistesiopsis,divaricata,,,N.M. Franz,2016,,,,,,"Fairey, III, John; Dukes, T.; Fairey, Daniel",,,,6/4/61,1961,6,4,155,,,,"Duukes Farm, 4 miles SW of Rowesville Wet open pine savannah",,,,,,,,flowering,,,,,,,,,United States,South Carolina,Orangeburg County,,Rowesville,,1,,33.354968,-80.868281,WGS84,1013,,,,GeoLocate,,,,,,,,,,,,5/25/16 13:38,,613,urn:uuid:08acfe31-1181-452f-830d-df5052c4af4e,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694516
4694669,MMNS,CUCH1,,PreservedSpecimen,4552cdde-7ef4-4235-ac28-3783657aabdc,22326,22326,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,Nomenclatural Adjustment,9-Aug-16,Kartesz. 2010.,Taxonomic schema 8.,,,,Lucas C. Majure,,"Al Schotz, H. Sullivan, J. Thompson",168,4/30/04,2004,4,30,121,,4/30/04,,"powerline, boggy area of pine savanna",,,,,,,,flo,,,,,,,,,United States,Mississippi,Jackson,,"Grand Bay NERR, N of headquarters along powerline, W of rd.",Grand Bay NERR,1,,30.43055556,-88.42805556,,,*,,,,,,,,,,,,,,,3/27/15 5:17,,613,urn:uuid:9957f478-0a5b-423b-acd6-9a9b3c3d670b,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694669
4694511,USCH,MAIN,,PreservedSpecimen,ecb5e528-a067-4a6b-9634-b66cbff1b5ce,25255,25255,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis divaricata,"(L.) Pansarin & F. Barros, 2009",Cleistesiopsis,divaricata,,,N.M. Franz,2016,,,,,,"Aulbach-Smith, Cynthia",,,2237,5/22/82,1982,5,22,142,,,,"South of S-22, between Ridgeland and Tarboro Pine savannah",,,,,,,,flowering,,,,,,,,,United States,South Carolina,Jasper County,,Ridgeland,,1,,32.458875,-81.006822,WGS84,5475,,,,GeoLocate,,,,,,,,,,,,5/25/16 13:38,,613,urn:uuid:7e66edcb-b13f-490d-bfe5-d62b46477727,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694511
4694670,MMNS,CUCH1,,PreservedSpecimen,3475236b-9184-4608-9f4c-3876af865f5b,29947,29947,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,Nomenclatural Adjustment,9-Aug-16,Kartesz. 2010.,Taxonomic schema 8.,,,,Steve W. Leonard,,,9809,4/19/97,1997,4,19,109,,4/19/97,,,,,,,,,,flo,,,,,,,,,United States,Florida,Gulf,,"5.3 mi S of Rt C22 on W side of Wetappo Creek, low ground savanna, slightly brackish",,1,,30.07172,-85.296322,WGS84,8294,,,,GeoLocate,,,,,,,,,,,JAH,7/22/15 16:50,,613,urn:uuid:52000c98-c79b-4aa0-bdee-0d90a8a561c2,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694670
4694514,USCH,MAIN,,PreservedSpecimen,a6462e38-047e-4038-8fe7-17bb5bb6c15c,30362,30362,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis divaricata,"(L.) Pansarin & F. Barros, 2009",Cleistesiopsis,divaricata,,,N.M. Franz,2016,,,,,,"Rayner, Douglas",,,1892,5/8/84,1984,5,8,129,,,,"1.7 miles E along S-28 from its jct with US 21, the 300 yards SE Low shrub flatwoods adjacent to a pond pine pocosin",,,,,,,,flowering,,,,,,,,,United States,South Carolina,Colleton County,,Bull Creek,,1,,32.79597,-80.873022,WGS84,210,,,,GeoLocate,,,,,,,,,,,,5/25/16 13:38,,613,urn:uuid:95fca67c-f309-4594-b785-2a5da5ac2b5b,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694514
4694515,USCH,MAIN,,PreservedSpecimen,c62d1e8a-141a-46c9-a6bd-6de8ea92ab7a,30453,30453,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,Nomenclatural Adjustment,9-Aug-16,Kartesz. 2010.,Taxonomic schema 8.,,,,"Batson, Jr., Wade",,,,5/8/55,1955,5,8,128,,,,Hilton Head Island,,,,,,,,flowering,,,,,,,,,United States,South Carolina,Beaufort County,,Beaufort,,1,,32.441578,-80.647856,WGS84,3036,,,,GeoLocate,,,,,,,,,,,,5/25/16 13:38,,613,urn:uuid:5bc86a7c-2571-4117-9ee5-f8bd49a02819,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694515
4694557,WILLI,CUCH1,,PreservedSpecimen,438390cf-b9a6-4812-9e92-33b2fce813ea,39399,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,N.M. Franz,2016,Weakley. 2015.,,,,,"Peake, Dwight E",,,252,6/28/78,1978,6,28,179,,,,"In dry sandy soil on open grassy roadside at edge of clearcut area 0.8 mile N of Pound Gap, W of the junction of Corder Branch and Little Stoney Creek, and N of Dungannon.","0.8 mile N of Pound Gap, W of the junctioDungannonn of Corder Branch and Little Stoney Creek, and N of",,,,,,,,,,,,,,,herbarium - 1,United States,Virginia,Scott,,Pound Gap,,1,,36.872511,-82.467658,WGS84,301,,,,GeoLocate,,,725,,,,,,,,,4/14/16 11:50,,613,urn:uuid:6138d71e-523b-4247-aee1-f4246eb29734,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694557
4694510,USCH,MAIN,,PreservedSpecimen,0ae1ea6f-3c9f-43e2-836a-c2b50a082279,40440,40440,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis divaricata,"(L.) Pansarin & F. Barros, 2009",Cleistesiopsis,divaricata,,,N.M. Franz,2016,,,,,,"Logue, John",,,825362,6/11/82,1982,6,11,162,,,,Off Co. rd. S31-53 1.1 miles S of the junction of US 76 Pine savannah,,,,,,,,flowering,,,,,,,,,United States,South Carolina,Lee County,,lynchburg,,1,,34.060157,-80.07146,WGS84,1633,,,,GeoLocate,,,,,,,,,,,,5/25/16 13:38,,613,urn:uuid:b37ac3c3-2ad4-4529-a9d4-328d8c3801ce,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694510
4694502,SJNM,CUCH1,,PreservedSpecimen,9d1eaaae-fce3-41d7-a4ef-67d323c62e7f,45487,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis divaricata,"(L.) Pansarin & F. Barros, 2009",Cleistesiopsis,divaricata,,,,,,,,,,"Vasey, G. R.",,,,1878-00-00,1878,0,0,,,,,,,,,,,,,,,,,,,,,Unspecified - 1,United States,Georgia,,,N/A,,1,,,,,,,,,,,,,,,,,,,,,3/30/11 20:11,,613,urn:uuid:19dae2da-e401-40a8-b5e1-487f031d9324,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694502
4694513,USCH,MAIN,,PreservedSpecimen,e56e7aa6-096c-4872-9642-4dec121f08f6,51217,51217,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,Nomenclatural Adjustment,9-Aug-16,Kartesz. 2010.,Taxonomic schema 8.,,,,"Nelson, John",,,9000,5/15/90,1990,5,15,135,,,,W side of Doublefield Rd and S of Main Rd; Cat Island Grassy edge of flatwoods at flooded borrow pit,,,,,,,,flowering,,,,,,,,,United States,South Carolina,Georgetown County,,"Georgetown, Cat Island",,1,,33.219666,-79.23671,WGS84,5421,,,,GeoLocate,,,,,,,,,,,,5/25/16 13:38,,613,urn:uuid:514d7fd5-a068-41ce-b934-57cf942e55f3,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694513
4694525,CLEMS,CUCH1,,PreservedSpecimen,f597232e-6e36-4a85-b2df-d7a094636733,53297,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis divaricata,"(L.) Pansarin & F. Barros, 2009",Cleistesiopsis,divaricata,,,N.M. Franz,2016,,,,,,John F. Townsend,,,,5/25/96,1996,5,25,146,,,,,,,,,,,,,,,mature,,,,,,United States,South Carolina,Williamsburg,,Williamsburg,,1,,33.025253,-80.860109,WGS84,1009,,,,GeoLocate,,,,,,,,,,,,5/17/13 15:59,,613,urn:uuid:24a016aa-4c8f-4ccb-98d7-f2dfcd22a4de,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694525
4694509,USCH,MAIN,,PreservedSpecimen,621b6a20-51db-4523-bb82-413fc227aa85,53544,53544,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis divaricata,"(L.) Pansarin & F. Barros, 2009",Cleistesiopsis,divaricata,,,N.M. Franz,2016,,,,,,"Soblo, Dale",,,629,6/3/87,1987,6,3,154,,,,E of SC 63 along service drive; Givhans Ferry State Park Pinewoods,,,,,,,,flowering,,,,,,,,,United States,South Carolina,Dorchester County,,"Dorchester, Givhans Ferry State Park Pinewoods",,1,,33.139888,-80.394264,WGS84,3036,,,,GeoLocate,,,,,,,,,,,,5/25/16 13:38,,613,urn:uuid:5bfe1ca8-14bf-4673-8c2a-304db24b244e,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694509
4694517,USCH,MAIN,,PreservedSpecimen,e3c1b4c9-a4a4-4fcc-abc4-a79888491317,58376,58376,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis divaricata,"(L.) Pansarin & F. Barros, 2009",Cleistesiopsis,divaricata,,,N.M. Franz,2016,,,,,,"Nelson, John",,,12559,5/25/92,1992,5,25,146,,,,"N side of Buffalo Creek, about 0.5 miles W of Century Division Road; Fort Jackson Army Installation Boggy ground of sandhill seepage slope",,,,,,,,flowering,,,,,,,,,United States,South Carolina,Richland County,,Buffalo Creek,,1,,34.056997,-80.776561,WGS84,210,,,,GeoLocate,,,,,,,,,,,,5/25/16 13:38,,613,urn:uuid:489d52c6-f21a-43c7-bd27-a708fa56ed68,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694517
4694512,USCH,MAIN,,PreservedSpecimen,e7c5acf0-9333-405a-8d6f-50ada35599db,58399,58399,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,N.M. Franz,2016,,,,,,"Nelson, John; Long, Brent; Kennemore, Jr., Douglas",,,12753,6/2/92,1992,6,2,154,,,,"Kasserine Pass Range, just W of Inchon; S edge of South Impact Area; Fort Jackson Army Installation Infrequent; sunny spots at small pond",,,,,,,,flowering,,,,,,,,,United States,South Carolina,Richland County,,Fort Jackson Army,,1,,33.990704,-80.901263,WGS84,901,,,,GeoLocate,,,,,,,,,,,,5/25/16 13:38,,613,urn:uuid:95164373-295f-45fa-8c55-631b6bd217a4,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694512
4694531,CLEMS,CUCH1,,PreservedSpecimen,0d2e7f35-703e-4696-adf3-91e442578306,61124,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,Nomenclatural Adjustment,9-Aug-16,Kartesz. 2010.,Taxonomic schema 8.,,,,"Richard.D D. Porcher, Jr.",,,816,5/21/74,1974,5,21,141,,,,"U.S. 17, 4.7 miles north of North Santee River,Habitat: Roadside",,,,,,,,,,,flowering and fruiting,,,,,,United States,South Carolina,Georgetown,,North Santee River,,1,,33.264269,-79.360139,WGS84,210,,,,GeoLocate,,,,,,,,,,,,5/17/13 15:59,,613,urn:uuid:1024742d-a293-412a-a1de-a2d76cd6c0bf,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694531
4694523,CLEMS,CUCH1,,PreservedSpecimen,0daedfba-ec52-4b6e-ba98-474c0af065f1,61125,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,Cleistesiopsis bifaria,"(Fernald) Pansarin & F. Barros, 2008",Cleistesiopsis,bifaria,,,Nomenclatural Adjustment,9-Aug-16,Kartesz. 2010.,Taxonomic schema 8.,,,,R.D. Porcher,,,1864,5/19/81,1981,5,19,139,,,,"Bluff Plantation, Western Branch of the Cooper River,Habitat:Longleaf pine mixed hardwood",,,,,,,,,,,flowering and fruiting,,,,,,United States,South Carolina,Berkeley,,1963 Pimlico Blvd,,1,,33.087649,-79.954609,WGS84,3036,,,,GeoLocate,,,,,,,,,,,,5/17/13 15:59,,613,urn:uuid:3b17b605-92f2-466a-b360-baa8d5944461,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694523
