STATE,CWA,COUNTYNAME,FIPS,TIME_ZONE,FE_AREA,LON,LAT
GA,FFC,Laurens,13175,E,cc,-82.92222930010,32.46366859450
GA,TAE,Lanier,13173,E,sc,-83.06261357170,31.03796073350
GA,FFC,Lamar,13171,E,wc,-84.13944111910,33.07654646860
GA,FFC,Jones,13169,E,cc,-83.56051951020,33.02514683050
GA,FFC,Johnson,13167,E,ec,-82.66010028220,32.70150550010
GA,CHS,Jenkins,13165,E,se,-81.96356494840,32.79245951570
GA,FFC,Wilkinson,13319,E,cc,-83.17129038370,32.80240678380
GA,JAX,Jeff Davis,13161,E,se,-82.63697747460,31.80560299780
GA,FFC,Upson,13293,E,wc,-84.29934669170,32.88125057990
GA,FFC,Macon,13193,E,wc,-84.04245533300,32.35836963740
GA,CHS,Evans,13109,E,se,-81.88685362720,32.15680977180
GA,TAE,Lee,13177,E,sw,-84.14099033520,31.77958968020
GA,FFC,Taylor,13269,E,wc,-84.25036984940,32.55560508370
GA,TAE,Brooks,13027,E,sc,-83.58032178390,30.84196295370
GA,JAX,Appling,13001,E,se,-82.28902999890,31.74928357490
GA,JAX,Atkinson,13003,E,se,-82.88002538900,31.29712627250
GA,JAX,Bacon,13005,E,se,-82.45272851770,31.55369219600
GA,TAE,Baker,13007,E,sw,-84.44465178230,31.32620047520
GA,FFC,Baldwin,13009,E,cc,-83.24985845330,33.06896276890
GA,FFC,Banks,13011,E,ne,-83.49740139220,34.35407210310
GA,FFC,Barrow,13013,E,nc,-83.71265333250,33.99323784400
GA,FFC,Bartow,13015,E,nw,-84.84053968840,34.23786407270
GA,TAE,Ben Hill,13017,E,sc,-83.22054540850,31.75981939460
GA,TAE,Berrien,13019,E,sc,-83.22965410850,31.27610646400
GA,FFC,Bibb,13021,E,cc,-83.69792782090,32.80671034690
GA,FFC,Bleckley,13023,E,cc,-83.32790940290,32.43439958310
GA,JAX,Brantley,13025,E,se,-81.98188403400,31.19696928020
GA,CHS,Bulloch,13031,E,se,-81.74317713840,32.39693800670
GA,CAE,Burke,13033,E,ec,-82.00078448750,33.06116721280
GA,FFC,Butts,13035,E,cc,-83.95721391610,33.28912865600
GA,TAE,Calhoun,13037,E,sw,-84.62487040500,31.52924423560
GA,CHS,Candler,13043,E,se,-82.07368041660,32.40351269690
GA,FFC,Carroll,13045,E,nw,-85.07974088090,33.58282444380
GA,FFC,Catoosa,13047,E,nw,-85.13812178070,34.90361684270
GA,FFC,Chattahoochee,13053,E,wc,-84.78704359640,32.34697102230
GA,FFC,Chattooga,13055,E,nw,-85.34535347000,34.47499507420
GA,FFC,Cherokee,13057,E,nc,-84.47638867210,34.24390396770
GA,FFC,Clarke,13059,E,ne,-83.36744592930,33.95126011130
GA,TAE,Worth,13321,E,sc,-83.85095530560,31.55154863350
GA,JAX,Clinch,13065,E,se,-82.70632684110,30.91507338740
GA,FFC,Cobb,13067,E,nc,-84.57670015660,33.94147758160
GA,JAX,Coffee,13069,E,se,-82.84926852590,31.54924081430
GA,TAE,Colquitt,13071,E,sc,-83.76877132990,31.18837486830
GA,CAE,Columbia,13073,E,ec,-82.26404294140,33.54421836080
GA,TAE,Cook,13075,E,sc,-83.43049855720,31.15399630450
GA,FFC,Coweta,13077,E,wc,-84.76327791150,33.35345632590
GA,FFC,Crawford,13079,E,cc,-83.98637220100,32.71448031990
GA,FFC,Crisp,13081,E,cc,-83.76812860950,31.92297581800
GA,FFC,Dade,13083,E,nw,-85.50451975100,34.85458014090
GA,FFC,Dawson,13085,E,nc,-84.17036979770,34.44379549030
GA,FFC,DeKalb,13089,E,nc,-84.22631050340,33.77153576970
MI,APX,Alcona,26001,E,nn,-83.59377334610,44.68543320690
MI,APX,Wexford,26165,E,nn,-85.57847866820,44.33837063550
MI,APX,Iosco,26069,E,nn,-83.63603000430,44.35586559770
MI,GRR,Barry,26015,E,sw,-85.30899184700,42.59496312350
MI,IWX,Branch,26023,E,sw,-85.05900531120,41.91614437390
MI,GRR,Calhoun,26025,E,sc,-85.00548924890,42.24659277500
MI,IWX,Cass,26027,E,sw,-85.99359558820,41.91534602330
MI,GRR,Clare,26035,E,cc,-84.84777214420,43.98787788470
MI,GRR,Clinton,26037,E,sc,-84.60153460230,42.94360722950
MI,APX,Crawford,26039,E,nn,-84.61027273150,44.68363530570
MI,MQT,Dickinson,26043,C,sr,-87.87036383610,46.00909319460
MI,GRR,Eaton,26045,E,sc,-84.83842591560,42.59613651470
MI,DTX,Genesee,26049,E,se,-83.70674316030,43.02169287040
MI,APX,Gladwin,26051,E,nn,-84.38822418880,43.99055829030
MI,GRR,Gratiot,26057,E,cc,-84.60476820030,43.29268698140
MI,IWX,Hillsdale,26059,E,se,-84.59295383920,41.88778555920
MI,GRR,Ingham,26065,E,sc,-84.37359689240,42.59707397860
MI,GRR,Ionia,26067,E,sc,-85.07463183840,42.94511534560
MI,MQT,Iron,26071,C,sr,-88.53055068940,46.20866189340
MI,GRR,Isabella,26073,E,cc,-84.84667802870,43.64060526270
MI,GRR,Jackson,26075,E,sc,-84.42333824760,42.24846721120
MI,GRR,Kalamazoo,26077,E,sw,-85.53115080470,42.24541996850
MI,APX,Kalkaska,26079,E,nn,-85.09016494610,44.68464208680
MI,GRR,Kent,26081,E,sw,-85.54924698700,43.03221540720
MI,GRR,Lake,26085,E,wc,-85.80174099440,43.98999408090
MI,DTX,Lapeer,26087,E,se,-83.22179835640,43.09005090750
MI,DTX,Lenawee,26091,E,se,-84.06638123320,41.89513106830
MI,DTX,Livingston,26093,E,se,-83.91153244780,42.60297833640
MI,APX,Manistee,26101,E,nn,-86.05708452750,44.33320363650
MI,GRR,Mecosta,26107,E,cc,-85.32454922040,43.64085419490
MI,DTX,Midland,26111,E,se,-84.38792607680,43.64675850230
MI,APX,Missaukee,26113,E,nn,-85.09466499910,44.33730584920
MI,GRR,Montcalm,26117,E,cc,-85.15240914830,43.31101437610
MI,APX,Montmorency,26119,E,nn,-84.12727775140,45.02754987490
MI,GRR,Newaygo,26123,E,wc,-85.80089407900,43.55422704200
MI,DTX,Oakland,26125,E,se,-83.38551280340,42.66043454150
MI,APX,Ogemaw,26129,E,nn,-84.12662866700,44.33494590330
MI,GRR,Osceola,26133,E,cc,-85.32522270530,43.98988211840
MI,APX,Oscoda,26135,E,nn,-84.12966269960,44.68174233870
MI,APX,Otsego,26137,E,nn,-84.59882778030,45.02144531900
NC,RAH,Hoke,37093,E,cc,-79.23709518630,35.01740961100
NC,RAH,Alamance,37001,E,cc,-79.39946025590,36.04402745370
NC,GSP,Alexander,37003,E,pd,-81.17715240630,35.92109256280
NC,RNK,Alleghany,37005,E,nw,-81.12858541580,36.49152832640
NC,RAH,Anson,37007,E,cc,-80.10272594110,34.97383996380
NC,RNK,Ashe,37009,E,nw,-81.50103824420,36.43461382720
NC,GSP,Avery,37011,E,ww,-81.92244412400,36.07659360670
NC,GSP,Buncombe,37021,E,ww,-82.53015914090,35.61119844760
NC,GSP,Cabarrus,37025,E,pd,-80.55185227460,35.38683517250
NC,RNK,Caswell,37033,E,nc,-79.33365038860,36.39337065710
NC,GSP,Catawba,37035,E,pd,-81.21443506950,35.66263814020
NC,RAH,Chatham,37037,E,cc,-79.25530391530,35.70275474820
NC,MRX,Cherokee,37039,E,sw,-84.06347725690,35.13386955610
NC,MRX,Clay,37043,E,sw,-83.75018835770,35.05723889760
NC,GSP,Cleveland,37045,E,pd,-81.55539391090,35.33399731070
NC,RAH,Cumberland,37051,E,cc,-78.82732594100,35.04854048970
NC,RAH,Davidson,37057,E,cc,-80.21274137470,35.79316478090
NC,GSP,Davie,37059,E,pd,-80.54458756570,35.92923337440
NC,RAH,Durham,37063,E,cc,-78.87642244940,36.03593229930
NC,RAH,Edgecombe,37065,E,cc,-77.59709566210,35.91291368070
NC,RAH,Forsyth,37067,E,cc,-80.25625425380,36.13043576240
NC,RAH,Franklin,37069,E,cc,-78.28566407790,36.08274486200
NC,GSP,Gaston,37071,E,pd,-81.18014299730,35.29446518260
NC,GSP,Graham,37075,E,ww,-83.83354100030,35.35016117690
NC,RAH,Granville,37077,E,cc,-78.65301352680,36.30399558310
NC,MHX,Greene,37079,E,ee,-77.67559908580,35.48519072130
NC,RAH,Guilford,37081,E,cc,-79.78899842250,36.07939531590
NC,RAH,Halifax,37083,E,cc,-77.65190387490,36.25749901220
NC,GSP,Haywood,37087,E,ww,-82.98221765700,35.55605709700
NC,GSP,Henderson,37089,E,ww,-82.47990420890,35.33624327050
NC,GSP,Iredell,37097,E,pd,-80.87364478780,35.80721881830
NC,RAH,Lee,37105,E,cc,-79.17159140740,35.47502206680
NC,GSP,Lincoln,37109,E,pd,-81.22388614760,35.48618442740
NC,GSP,Macon,37113,E,ww,-83.42211730990,35.15044853800
NC,GSP,Madison,37115,E,ww,-82.70568957250,35.85805671410
NC,GSP,Mecklenburg,37119,E,pd,-80.83277810990,35.24681232890
NC,GSP,Mitchell,37121,E,ww,-82.16342412470,36.01330141100
NC,RAH,Montgomery,37123,E,cc,-79.90543393510,35.33240457580
NC,RAH,Moore,37125,E,cc,-79.48133650580,35.31069142070
NC,RNK,Yadkin,37197,E,nw,-80.66534676720,36.16052880740
NC,RAH,Orange,37135,E,cc,-79.12054742620,36.06144984570
NC,RAH,Person,37145,E,cc,-78.97169491160,36.39011361230
NC,MHX,Pitt,37147,E,ee,-77.37475161880,35.59353078380
NC,RAH,Randolph,37151,E,cc,-79.80603395870,35.71027909500
NC,RAH,Richmond,37153,E,cc,-79.74796689940,35.00593583430
NC,ILM,Robeson,37155,E,se,-79.10350863420,34.64013768620
NC,RNK,Rockingham,37157,E,nc,-79.77511940900,36.39609553690
NC,RAH,Scotland,37165,E,cc,-79.48049178330,34.84108765420
NC,RAH,Stanly,37167,E,cc,-80.25067486580,35.31201475310
NC,RNK,Stokes,37169,E,nc,-80.23951224240,36.40184964600
NC,RNK,Surry,37171,E,nw,-80.68816557990,36.41481983960
NC,GSP,Swain,37173,E,ww,-83.49274888100,35.48673924040
NC,GSP,Transylvania,37175,E,ww,-82.79830341720,35.20215634350
NC,GSP,Union,37179,E,pd,-80.53073141050,34.98838926020
NC,RAH,Vance,37181,E,cc,-78.40832824360,36.36478575030
NC,RAH,Wake,37183,E,cc,-78.65037452370,35.79008958750
NC,RAH,Warren,37185,E,cc,-78.10687649460,36.39657152510
NC,RNK,Watauga,37189,E,nw,-81.69691496130,36.23128455180
NC,RNK,Wilkes,37193,E,nw,-81.16384797540,36.20653459350
NC,RAH,Wilson,37195,E,cc,-77.91846964630,35.70483895980
NC,GSP,Yancey,37199,E,ww,-82.30756844260,35.89888748990
NC,RAH,Nash,37127,E,cc,-77.98645268250,35.96723776820
NC,GSP,Rowan,37159,E,pd,-80.52470077310,35.63964401360
OH,ILN,Adams,39001,E,sc,-83.47198893170,38.84568148580
OH,IWX,Allen,39003,E,wc,-84.10573873260,40.77151879350
OH,CLE,Ashland,39005,E,nc,-82.27066147550,40.84606374730
OH,RLX,Athens,39009,E,se,-82.04516659940,39.33365284670
OH,ILN,Auglaize,39011,E,wc,-84.22170786930,40.56092787920
OH,PBZ,Belmont,39013,E,ec,-80.98848541020,40.01583939790
OH,ILN,Brown,39015,E,sw,-83.86796763170,38.93436894270
OH,ILN,Butler,39017,E,sw,-84.57552434550,39.43859425760
OH,PBZ,Carroll,39019,E,ec,-81.08972333840,40.57961968110
OH,ILN,Champaign,39021,E,wc,-83.76959944660,40.13775078970
OH,ILN,Clark,39023,E,wc,-83.78354794850,39.91680854860
OH,CLE,Wyandot,39175,E,nw,-83.30436872420,40.84242154120
OH,ILN,Clinton,39027,E,sw,-83.80836714810,39.41499658900
OH,PBZ,Columbiana,39029,E,ec,-80.77749114850,40.76856865910
OH,PBZ,Coshocton,39031,E,ec,-81.91999988270,40.30164921980
OH,CLE,Crawford,39033,E,nc,-82.91974388420,40.85086523210
OH,ILN,Darke,39037,E,wc,-84.61932331360,40.13328165150
OH,IWX,Defiance,39039,E,nw,-84.49055934880,41.32395158450
OH,ILN,Delaware,39041,E,cc,-83.00518601810,40.27849971010
OH,ILN,Fairfield,39045,E,cc,-82.63054597660,39.75161568710
OH,ILN,Fayette,39047,E,cc,-83.45609861760,39.55990566420
OH,ILN,Franklin,39049,E,cc,-83.00932226890,39.96956795780
OH,IWX,Fulton,39051,E,nw,-84.13007908960,41.60181045340
OH,RLX,Gallia,39053,E,se,-82.31690269890,38.82472459820
OH,ILN,Greene,39057,E,wc,-83.88979549490,39.69145918300
OH,PBZ,Guernsey,39059,E,ec,-81.49424460270,40.05206326300
OH,ILN,Hamilton,39061,E,sw,-84.54262732100,39.19544861300
OH,CLE,Hancock,39063,E,nw,-83.66648502770,41.00191052330
OH,ILN,Hardin,39065,E,wc,-83.65943429250,40.66149759570
OH,PBZ,Harrison,39067,E,ec,-81.09112296050,40.29384558280
OH,IWX,Henry,39069,E,nw,-84.06823767600,41.33385574840
OH,ILN,Hocking,39073,E,cc,-82.47914780620,39.49698049800
OH,CLE,Holmes,39075,E,ne,-81.92938840110,40.56121783360
OH,CLE,Huron,39077,E,nc,-82.59840701430,41.14621044850
OH,RLX,Jackson,39079,E,se,-82.61840862970,39.01969189560
OH,PBZ,Jefferson,39081,E,ec,-80.76099508540,40.38501857390
OH,CLE,Knox,39083,E,nc,-82.42155626040,40.39877527650
OH,RLX,Lawrence,39087,E,se,-82.53680200550,38.59852525730
OH,ILN,Licking,39089,E,cc,-82.48349662580,40.09176233710
OH,ILN,Logan,39091,E,wc,-83.76577711960,40.38846836730
OH,CLE,Lorain,39093,E,nc,-82.15118519380,41.29553509440
OH,ILN,Madison,39097,E,cc,-83.39987472090,39.89415829120
OH,CLE,Mahoning,39099,E,ne,-80.77525105110,41.01462114230
OH,CLE,Marion,39101,E,nc,-83.16087015960,40.58725546070
OH,CLE,Medina,39103,E,ne,-81.89965962670,41.11764715310
OH,RLX,Meigs,39105,E,se,-82.02290993890,39.08213226630
OH,ILN,Mercer,39107,E,wc,-84.62934549480,40.54002242010
OH,ILN,Miami,39109,E,wc,-84.22890094800,40.05342902940
OH,PBZ,Monroe,39111,E,ec,-81.08288885820,39.72736288230
OH,ILN,Montgomery,39113,E,wc,-84.29061516110,39.75453158450
OH,RLX,Morgan,39115,E,se,-81.85265078910,39.62033337690
OH,CLE,Morrow,39117,E,nc,-82.79408481170,40.52401474480
OH,PBZ,Muskingum,39119,E,ec,-81.94438083270,39.96543190120
OH,PBZ,Noble,39121,E,ec,-81.45554993570,39.76596784370
OH,IWX,Paulding,39125,E,wc,-84.58014474190,41.11662098770
OH,RLX,Perry,39127,E,se,-82.23612750010,39.73713290890
OH,ILN,Pickaway,39129,E,cc,-83.02434361010,39.64196055130
OH,ILN,Pike,39131,E,sc,-83.06683683250,39.07738401700
OH,CLE,Portage,39133,E,ne,-81.19617117090,41.16759982110
OH,ILN,Preble,39135,E,wc,-84.64808484800,39.74158723230
OH,IWX,Putnam,39137,E,wc,-84.13169707950,41.02207573390
OH,CLE,Richland,39139,E,nc,-82.53650718630,40.77474759590
OH,ILN,Ross,39141,E,sc,-83.05699078050,39.33764297160
OH,ILN,Scioto,39145,E,sc,-82.99284450660,38.80400660320
OH,CLE,Seneca,39147,E,nw,-83.12768720400,41.12389973960
OH,ILN,Shelby,39149,E,wc,-84.20476387300,40.33155471980
OH,CLE,Stark,39151,E,ne,-81.36591467240,40.81384791850
OH,CLE,Summit,39153,E,ne,-81.53210449660,41.12590446240
OH,CLE,Trumbull,39155,E,ne,-80.76044359880,41.31739752010
OH,PBZ,Tuscarawas,39157,E,ec,-81.47377297790,40.44099663110
OH,ILN,Union,39159,E,cc,-83.37147175400,40.29948950490
OH,IWX,Van Wert,39161,E,wc,-84.58606668940,40.85538962730
OH,RLX,Vinton,39163,E,se,-82.48537223440,39.25099436680
OH,ILN,Warren,39165,E,sw,-84.16682424100,39.42767000310
OH,RLX,Washington,39167,E,se,-81.49529995440,39.45530587940
OH,CLE,Wayne,39169,E,ne,-81.88827301860,40.82892262680
OH,IWX,Williams,39171,E,nw,-84.58817876370,41.56033708420
OH,CLE,Wood,39173,E,nw,-83.62295575590,41.36169076790
OH,ILN,Clermont,39025,E,sw,-84.15215985800,39.04761239420
OH,ILN,Highland,39071,E,sc,-83.60093922860,39.18476946950
SC,GSP,Abbeville,45001,E,up,-82.45872915710,34.22255626720
SC,CHS,Allendale,45005,E,se,-81.35813166430,32.98810588880
SC,GSP,Anderson,45007,E,up,-82.63788758470,34.51914052420
SC,CAE,Bamberg,45009,E,cc,-81.05421991980,33.21473172210
SC,GSP,Cherokee,45021,E,up,-81.62040410550,35.04817698050
SC,GSP,Chester,45023,E,up,-81.15952413090,34.69205959990
SC,CAE,Chesterfield,45025,E,cc,-80.15864967520,34.63974892210
SC,ILM,Darlington,45031,E,ne,-79.95770818430,34.33235010120
SC,CAE,Edgefield,45037,E,cc,-81.96655821330,33.77230036400
SC,CAE,Fairfield,45039,E,cc,-81.12123506120,34.39511065650
SC,GSP,Greenwood,45047,E,up,-82.12589781050,34.15383046420
SC,CAE,Kershaw,45055,E,cc,-80.59028164170,34.33877918060
SC,CAE,Lancaster,45057,E,cc,-80.70539951730,34.68675855200
SC,GSP,Laurens,45059,E,up,-82.00597853580,34.48363227520
SC,CAE,Lee,45061,E,cc,-80.25452909020,34.16330067130
SC,CAE,Lexington,45063,E,cc,-81.27218682500,33.90224819940
SC,CAE,McCormick,45065,E,cc,-82.30987745190,33.89958322460
SC,ILM,Marlboro,45069,E,ne,-79.67861823990,34.60198828060
SC,CAE,Newberry,45071,E,cc,-81.60013301030,34.28982188100
SC,CAE,Richland,45079,E,cc,-80.90306098580,34.02181013540
SC,CAE,Saluda,45081,E,cc,-81.72687767910,34.00613573960
SC,GSP,Spartanburg,45083,E,up,-81.99067369450,34.93130164720
SC,GSP,York,45091,E,up,-81.18446568380,34.97473757970
SC,GSP,Union,45087,E,up,-81.61940080740,34.68923890960
SC,CAE,Aiken,45003,E,cc,-81.63482675310,33.54435452680
NC,RAH,Johnston,37101,E,cc,-78.36573069190,35.51763951650
NC,MHX,Lenoir,37107,E,ee,-77.64159686810,35.23925845020
NC,RAH,Wayne,37191,E,cc,-78.00403853760,35.36383610050
NC,RAH,Harnett,37085,E,cc,-78.86928140930,35.36869988960
NC,RAH,Sampson,37163,E,cc,-78.37122051550,34.99152688540
NC,ILM,Columbus,37047,E,se,-78.65497668700,34.26549262460
SC,ILM,Dillon,45033,E,ne,-79.37889566480,34.39153336290
SC,ILM,Marion,45067,E,ne,-79.36251247460,34.08005016170
SC,CAE,Calhoun,45017,E,cc,-80.78021643770,33.67485844950
SC,ILM,Florence,45041,E,ne,-79.70282897440,34.02445475410
SC,CAE,Sumter,45085,E,cc,-80.38230988240,33.91618502660
SC,CAE,Clarendon,45027,E,cc,-80.21641346730,33.66581159120
SC,CHS,Dorchester,45035,E,se,-80.40524064270,33.07947343640
GA,CHS,Effingham,13103,E,se,-81.34071312390,32.36752827510
SC,CAE,Orangeburg,45075,E,cc,-80.80033493840,33.43900586600
SC,ILM,Williamsburg,45089,E,ne,-79.72771382790,33.61992701570
NC,MHX,Dare,37055,E,ee,-75.80088874000,35.77146061030
NC,MHX,Pamlico,37137,E,ee,-76.74876626720,35.14066636130
NC,ILM,Bladen,37017,E,se,-78.56315774150,34.61430991190
GA,TAE,Decatur,13087,E,sw,-84.75773142420,30.79934923490
GA,TAE,Decatur,13087,E,sw,-84.57202306810,30.88148573120
SC,CHS,Hampton,45049,E,se,-81.14058005540,32.77629525640
SC,CHS,Charleston,45019,E,se,-80.18308296300,32.67137585860
SC,CHS,Charleston,45019,E,se,-79.94391996010,32.84106059370
GA,TAE,Seminole,13253,E,sw,-84.88123668090,30.79349811040
GA,TAE,Seminole,13253,E,sw,-84.86810020380,30.94809710960
OH,CLE,Lucas,39095,E,nw,-83.65859486330,41.62003197600
OH,CLE,Ottawa,39123,E,nw,-83.14668408930,41.53813498840
OH,CLE,Geauga,39055,E,ne,-81.17862262320,41.49946680260
GA,JAX,Charlton,13049,E,se,-82.13796058490,30.78183649080
NC,MHX,Jones,37103,E,ee,-77.35553971960,35.02215079480
OH,CLE,Lake,39085,E,ne,-81.23701711610,41.69684229650
OH,CLE,Sandusky,39143,E,nw,-83.14502881220,41.35650401130
NC,MHX,Duplin,37061,E,ee,-77.93329218150,34.93647524280
GA,TAE,Quitman,13239,E,sw,-85.01876988380,31.86742186190
GA,TAE,Clay,13061,E,sw,-84.98026130640,31.62641842550
GA,CHS,Liberty,13179,E,se,-81.49981510620,31.83083293330
GA,FFC,Fulton,13121,E,nc,-84.46686093330,33.79033039950
NC,GSP,McDowell,37111,E,ww,-82.04866695900,35.68134711340
NC,GSP,Polk,37149,E,ww,-82.16963527840,35.27928881120
NC,GSP,Rutherford,37161,E,ww,-81.92019790080,35.40229545440
NC,GSP,Jackson,37099,E,ww,-83.14081611590,35.28739361930
NC,GSP,Caldwell,37027,E,ww,-81.54650137810,35.95297201900
NC,GSP,Burke,37023,E,ww,-81.70450324320,35.74948675180
OH,CLE,Ashtabula,39007,E,ne,-80.74850005160,41.70744458990
SC,GSP,Greenville,45045,E,up,-82.37080784670,34.89437092950
SC,GSP,Oconee,45073,E,up,-83.06586493760,34.75347379440
SC,GSP,Pickens,45077,E,up,-82.72537080530,34.88752885070
GA,JAX,Camden,13039,E,se,-81.68199446670,30.93352040570
SC,CHS,Berkeley,45015,E,se,-79.95075815500,33.19784470940
SC,ILM,Horry,45051,E,ne,-78.99662622340,33.92153610320
GA,CHS,Bryan,13029,E,se,-81.44738041760,32.01749283570
SC,CHS,Colleton,45029,E,se,-80.66802566060,32.86547454250
GA,CHS,Chatham,13051,E,se,-81.14157430730,32.00993768050
GA,CHS,Chatham,13051,E,se,-81.03940970460,31.92971743870
GA,CHS,Long,13183,E,se,-81.74597121130,31.75281688850
OH,CLE,Cuyahoga,39035,E,ne,-81.65866176530,41.42430315510
OH,CLE,Erie,39043,E,nc,-82.61782740700,41.36348761920
GA,JAX,Glynn,13127,E,se,-81.55123980230,31.23649349100
GA,CHS,McIntosh,13191,E,se,-81.41494042200,31.50065002460
MS,MEG,Coahoma,28027,C,nw,-90.60265224180,34.22916055420
MS,JAN,Clay,28025,C,ne,-88.78152689980,33.65568279860
MS,JAN,Clarke,28023,C,ec,-88.68939750280,32.04137662820
MS,JAN,Claiborne,28021,C,sw,-90.91175980460,31.97373902910
MS,JAN,Choctaw,28019,C,cc,-89.24837234830,33.34729930060
MS,MEG,Chickasaw,28017,C,ne,-88.94785685800,33.92081156470
MS,JAN,Carroll,28015,C,nc,-89.92016588990,33.44850910920
MS,MEG,Calhoun,28013,C,ne,-89.33644099720,33.93644138590
MS,JAN,Bolivar,28011,C,nw,-90.88040782460,33.79553661640
MS,LIX,Pearl River,28109,C,ss,-89.58977415430,30.76860546480
MS,MEG,Alcorn,28003,C,ne,-88.58025813440,34.88077213610
MS,JAN,Yazoo,28163,C,cc,-90.39651312110,32.78035816570
TN,OHX,Overton,47133,C,mi,-85.28807881830,36.34501398600
TN,OHX,Perry,47135,C,mi,-87.85896299940,35.64262282980
AL,MOB,Crenshaw,01041,C,sc,-86.31355370920,31.73151540430
AL,HUN,Cullman,01043,C,nc,-86.86761756660,34.13197686010
AL,TAE,Dale,01045,C,se,-85.61100882300,31.43183356280
AL,BMX,Dallas,01047,C,sc,-87.10649827880,32.32582950120
AL,HUN,DeKalb,01049,C,ne,-85.80414762650,34.45977740060
AL,BMX,Elmore,01051,C,ec,-86.14919178980,32.59661064350
AL,MOB,Escambia,01053,C,sc,-87.16156383930,31.12616464790
AL,BMX,Etowah,01055,C,ne,-86.03478772520,34.04527132910
AL,BMX,Fayette,01057,C,wc,-87.73886464770,33.72121105440
AL,HUN,Franklin,01059,C,nw,-87.84378968380,34.44168190070
AL,TAE,Geneva,01061,C,se,-85.83897103810,31.09501879140
AL,BMX,Greene,01063,C,wc,-87.95222889350,32.85311281230
AL,BMX,Hale,01065,C,wc,-87.62911089360,32.76268954450
AL,TAE,Houston,01069,C,se,-85.30253036190,31.15319238930
AL,BMX,Jefferson,01073,C,cc,-86.89651014750,33.55429800230
AL,BMX,Lamar,01075,C,wc,-88.09689318890,33.77921321550
AL,HUN,Lauderdale,01077,C,nw,-87.65436147670,34.90153853550
AL,HUN,Lawrence,01079,C,nw,-87.31103153570,34.52199852930
AL,BMX,Lee,01081,C,ec,-85.35561159590,32.60118349770
AL,HUN,Limestone,01083,C,nc,-86.98132202970,34.81010690020
AL,BMX,Lowndes,01085,C,sc,-86.65009950420,32.15474853220
AL,BMX,Macon,01087,C,se,-85.69260661540,32.38602297790
AL,HUN,Madison,01089,C,nc,-86.55020468910,34.76311737430
AL,BMX,Marengo,01091,C,sw,-87.78948894780,32.24763864670
AL,BMX,Marion,01093,C,nw,-87.88714455030,34.13656652170
AL,HUN,Marshall,01095,C,ne,-86.30663596490,34.36694419060
AL,MOB,Monroe,01099,C,sc,-87.36581464390,31.57061145530
AL,BMX,Montgomery,01101,C,sc,-86.20761507050,32.22018417180
AL,HUN,Morgan,01103,C,nc,-86.85290995450,34.45348200660
NE,LBF,Deuel,31049,M,pa,-102.33388907600,41.11156646720
NE,FSD,Dixon,31051,C,ne,-96.86773723700,42.49322925250
NE,OAX,Dodge,31053,C,ec,-96.65417977480,41.57766349400
NE,OAX,Douglas,31055,C,ec,-96.15437943430,41.29534733470
NE,GLD,Dundy,31057,M,sw,-101.68794603100,40.17620001240
NE,GID,Fillmore,31059,C,sc,-97.59645524230,40.52467169820
NE,GID,Franklin,31061,C,sc,-98.95273034200,40.17634760840
NE,LBF,Frontier,31063,C,sw,-100.39415909100,40.53010250730
NE,GID,Furnas,31065,C,sc,-99.91229587060,40.17644957570
NE,OAX,Gage,31067,C,se,-96.68933828320,40.26186369090
NE,LBF,Garden,31069,M,pa,-102.33543037900,41.61941520300
NE,LBF,Garfield,31071,C,nc,-98.99140820240,41.91434447710
NE,GID,Gosper,31073,C,sc,-99.83071901750,40.51477468100
NE,LBF,Grant,31075,M,wc,-101.74050969300,41.91500228300
NE,GID,Greeley,31077,C,cc,-98.52123937040,41.56746127260
NE,GID,Hall,31079,C,sc,-98.50216146920,40.87249585510
NE,GID,Hamilton,31081,C,sc,-98.02329178530,40.87351856020
NE,GID,Harlan,31083,C,sc,-99.40464304670,40.17647621600
NE,LBF,Hayes,31085,C,sw,-101.06181175800,40.52478308750
NE,GLD,Hitchcock,31087,C,sw,-101.04224207500,40.17633508920
NE,LBF,Holt,31089,C,nc,-98.78383124240,42.45570644190
NE,LBF,Hooker,31091,M,wc,-101.13533852400,41.91591070930
NE,GID,Howard,31093,C,cc,-98.51712350560,41.21999915570
NE,OAX,Jefferson,31095,C,se,-97.14255211350,40.17571103420
NE,OAX,Johnson,31097,C,se,-96.26490795540,40.39261477190
NE,GID,Kearney,31099,C,sc,-98.94800964470,40.50671596200
NE,LBF,Keith,31101,M,sw,-101.66132135400,41.19876185050
NE,LBF,Keya Paha,31103,C,nc,-99.71242280080,42.87886690140
NE,CYS,Kimball,31105,M,pa,-103.71497520700,41.19768096790
NE,OAX,Knox,31107,C,ne,-97.89188032390,42.63686801140
MD,LWX,Harford,24025,E,nn,-76.31944105850,39.56158331910
MD,LWX,Calvert,24009,E,ss,-76.56962917770,38.55292477250
VA,LWX,City of Alexandria,51510,E,nn,-77.08606528560,38.81848166200
MD,LWX,Baltimore City,24510,E,nn,-76.61630509840,39.30868695100
MD,LWX,St. Marys,24037,E,ss,-76.60759252780,38.30521085140
MD,LWX,Calvert,24009,E,ss,-76.48057058260,38.38386358080
MD,LWX,Anne Arundel,24003,E,cc,-76.52785663850,38.93320482890
MD,LWX,St. Marys,24037,E,ss,-76.62018464370,38.27290572830
