id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
4694017,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,b7162c80-3bab-4089-ad63-facf8635de81,61132,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"R.D. Porcher",,,,,,,"R.D. Porcher",,,2001,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,"flowering and fruiting",,,,"United States","South Carolina",Berkeley,,,,,,,,,,,,,,,,,,,,,,,"2013-05-17 15:59:38",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b7162c80-3bab-4089-ad63-facf8635de81,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694017
4694018,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,1ac0aa4f-cde2-476f-a1f4-f4ae9f7239f1,61129,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Richard.D D. Porcher, Jr.",,,,,,,"Richard.D D. Porcher, Jr.",,,1972,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,"flowering and fruiting",,,,"United States","South Carolina",Berkeley,,,,,,,,,,,,,,,,,,,,,,,"2013-05-17 15:59:38",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1ac0aa4f-cde2-476f-a1f4-f4ae9f7239f1,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694018
4694019,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,66003804-8fcf-436d-94b4-6ec9598b91f7,61126,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Richard.D D. Porcher, Jr.",,,,,,,"Richard.D D. Porcher, Jr.",,,1973,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,"flowering and fruiting",,,,"United States","South Carolina",Berkeley,,,,,,,,,,,,,,,,,,,,,,,"2013-05-17 15:59:38",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:66003804-8fcf-436d-94b4-6ec9598b91f7,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694019
4694020,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,ce0e72c5-865f-47f2-b67f-6c4aecea92dc,61131,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"R.D. Porcher",,,,,,,"R.D. Porcher",,,1977,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,"flowering and fruiting",,,,"United States","South Carolina",Berkeley,,,,,,,,,,,,,,,,,,,,,,,"2013-05-17 15:59:38",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ce0e72c5-865f-47f2-b67f-6c4aecea92dc,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694020
4694021,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,54049846-d93b-458e-af12-a03a147c9ead,61124,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Richard.D D. Porcher, Jr.",,,,,,,"Richard.D D. Porcher, Jr.",,,1974,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,"flowering and fruiting",,,,"United States","South Carolina",Georgetown,,,,,,,,,,,,,,,,,,,,,,,"2013-05-17 15:59:38",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:54049846-d93b-458e-af12-a03a147c9ead,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694021
4694022,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,aef73d49-9820-40af-94ff-5272c1f96261,61127,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Richard.D D. Porcher, Jr.",,,,,,,"Richard.D D. Porcher, Jr.",,,1974,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,"flowering and fruiting",,,,"United States","South Carolina",Horry,,,,,,,,,,,,,,,,,,,,,,,"2013-05-17 15:59:38",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:aef73d49-9820-40af-94ff-5272c1f96261,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694022
4694023,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,f54ae182-7107-4fee-9d0a-082d2b737e8b,84832,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Daniel C. Payne",,,,,,,"Daniel C. Payne",,,2005,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,mature,,,,"United States","South Carolina",Beaufort,,,,,,,,,,,,,,,,,,,,,,,"2013-05-17 15:59:38",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f54ae182-7107-4fee-9d0a-082d2b737e8b,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694023
4694024,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,c63966ae-6d91-498a-b137-088144253f77,CLEMS0012886,13563,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,Lowndes,,,,,,,,,,,,,,,,,,,,,en,lrbrigh,"2016-06-15 14:24:39",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c63966ae-6d91-498a-b137-088144253f77,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694024
4694025,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,23e7cc06-b7cc-4a6e-80ee-d42e732d0eb4,CLEMS0012885,53297,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","South Carolina",Williamsburg,,,,,,,,,,,,,,,,,,,,,en,lrbrigh,"2016-06-15 14:25:11",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:23e7cc06-b7cc-4a6e-80ee-d42e732d0eb4,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694025
4694026,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,edb38f99-2b7d-4918-8b2e-726f81dcb970,CLEMS0012884,46294,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","South Carolina",Oconee,,,,,,,,,,,,,,,,,,,,,en,lrbrigh,"2016-06-15 14:26:15",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:edb38f99-2b7d-4918-8b2e-726f81dcb970,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694026
4694027,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,ada642d4-3853-4bca-b684-1ec45cc1b00e,CLEMS0012883,25990,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",Oconee,,,,,,,,,,,,,,,,,,,,,en,lrbrigh,"2016-06-15 14:26:26",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ada642d4-3853-4bca-b684-1ec45cc1b00e,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694027
4694028,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,63e92275-cdab-4230-aeb0-4b906eb668b4,CLEMS0012882,28997,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","South Carolina",Colleton,,,,,,,,,,,,,,,,,,,,,en,lrbrigh,"2016-06-15 14:26:47",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:63e92275-cdab-4230-aeb0-4b906eb668b4,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694028
4694029,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,93d74ee3-b001-440d-a5f0-108ebb7d2c72,CLEMS0012881,13562,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","South Carolina",Charleston,,,,,,,,,,,,,,,,,,,,,en,lrbrigh,"2016-06-15 14:27:03",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:93d74ee3-b001-440d-a5f0-108ebb7d2c72,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694029
4694030,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,cd0a302a-9367-4ea6-8dc0-a6c2190cbaef,CLEMS0012880,84832,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","South Carolina",Beaufort,,,,,,,,,,,,,,,,,,,,,en,lrbrigh,"2016-06-15 14:27:21",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:cd0a302a-9367-4ea6-8dc0-a6c2190cbaef,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694030
4694031,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,de89c12d-010d-49d9-a98e-903ffeb2a798,CLEMS0012879,73347,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","South Carolina",Greenville,,,,,,,,,,,,,,,,,,,,,en,lrbrigh,"2016-06-15 14:28:09",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:de89c12d-010d-49d9-a98e-903ffeb2a798,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694031
4694032,CLEMS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,c09d763a-6160-443a-b33e-ffe2b22f28ac,CLEMS0012878,81688,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",Berkeley,,,,,,,,,,,,,,,,,,,,,en,lrbrigh,"2016-06-15 14:29:03",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c09d763a-6160-443a-b33e-ffe2b22f28ac,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694032
4694033,F,Botany,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,7721a569-b756-4a59-b256-4e55ee5a62c3,V0166505F,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"A. H. Curtiss",,,,,,,,,,,,"field values redacted: recordNumber, decimalLatitude, decimalLongitude, geodeticDatum, verbatimCoordinates",,,,,,,,,,U.S.A.,Florida,Polk,,,,,,,,,,,,,,,,,,,,,en,,"2015-03-13 18:47:55",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7721a569-b756-4a59-b256-4e55ee5a62c3,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694033
4694034,F,Botany,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,5b5cadba-a580-4982-ba13-a2da4b4abddd,V0166502F,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"P. H. Rolfs",,,1893,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, verbatimCoordinates",,,,,,,,,,U.S.A.,Florida,,,,,,,,,,,,,,,,,,,,,,en,,"2015-03-13 18:47:55",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5b5cadba-a580-4982-ba13-a2da4b4abddd,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694034
4694035,F,Botany,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,6c20cfbc-b258-4c90-8a61-e7493290d00c,V0166504F,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"W. M. Canby",,,1869,0,0,,,,,,,"field values redacted: eventDate, recordNumber, verbatimCoordinates",,,,,,,,,,U.S.A.,Florida,,,,,,,,,,,,,,,,,,,,,,en,,"2015-03-13 18:47:55",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:6c20cfbc-b258-4c90-8a61-e7493290d00c,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694035
4694036,F,Botany,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,d6617929-1149-4daa-a5b8-dd757e061f54,V0166503F,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"S. M. Tracy",,,1908,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, verbatimCoordinates",,,,,,,,,,U.S.A.,Florida,,,,,,,,,,,,,,,,,,,,,,en,,"2015-03-13 18:47:55",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d6617929-1149-4daa-a5b8-dd757e061f54,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694036
4694037,F,Botany,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,5f79528b-a104-4b0b-996c-040290a2ba6c,V0166501F,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"A. W. Chapman",,,,,,,,,,,,"field values redacted: verbatimCoordinates",,,,,,,,,,U.S.A.,Florida,,,,,,,,,,,,,,,,,,,,,,en,,"2015-03-13 18:47:55",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5f79528b-a104-4b0b-996c-040290a2ba6c,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694037
4694038,F,Botany,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,9a8975eb-a202-49d3-86ca-76879fde1236,V0166506F,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"W. M. Canby",,,1869,0,0,,,,,,,"field values redacted: eventDate, recordNumber, verbatimCoordinates",,,,,,,,,,U.S.A.,Florida,,,,,,,,,,,,,,,,,,,,,,en,,"2015-03-13 18:47:56",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9a8975eb-a202-49d3-86ca-76879fde1236,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694038
4694039,F,Botany,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,2ac1f9ac-252a-47bb-a971-c25bf83c1c23,V0166500F,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"A. H. Curtiss",,,1894,,,,,,,,4729,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, verbatimCoordinates",,,,,,,,,,U.S.A.,Florida,,,,,,,,,,,,,,,,,,,,,,en,,"2015-08-10 10:48:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:2ac1f9ac-252a-47bb-a971-c25bf83c1c23,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694039
4694040,F,Botany,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,95245cf7-21ac-4307-8245-edf8dab764bf,V0166499F,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"D. S. Correll & H. B. Correll",,,1938,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, verbatimCoordinates",,,,,,,,,,U.S.A.,Florida,,,,,,,,,,,,,,,,,,,,,,en,,"2015-03-13 18:47:55",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:95245cf7-21ac-4307-8245-edf8dab764bf,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694040
4694041,MTSU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,76b562df-ed91-4b04-a99f-fed996deb361,,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Art Bosnak",,,1984,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Tennessee,Cumberland,,,,,,,,,,,,,,,,,,,,,,,"2015-01-06 14:31:47",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:76b562df-ed91-4b04-a99f-fed996deb361,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694041
4694042,MTSU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,384e6c6f-cc7f-41ac-a252-af3e25b300a1,MTSU002611,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Tennessee,Cumberland,,,,,,,,,,,,,,,,,,,,,en,Person136793,"2016-04-12 16:58:52",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:384e6c6f-cc7f-41ac-a252-af3e25b300a1,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694042
4694043,EKY,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,7e8899d2-8f62-4ca6-9984-4aa395b9d9ac,31234100112232,EKY39235,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"James D. Kiser",,,1994,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceSources, habitat",,,,,,,,,,"United States",Kentucky,Leslie,,,,,,,,,,,,,,,,,,,,,,,"2014-11-04 17:12:44",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7e8899d2-8f62-4ca6-9984-4aa395b9d9ac,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694043
4694044,EKY,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,42d24165-6af8-44be-ac29-b1dcde9ccf14,31234100112240,EKY39464,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Scott Walker",,,1993,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceSources, habitat",,,,,,,,,,"United States",Kentucky,Whitley,,,,,,,,,,,,,,,,,,,,,,,"2014-11-04 17:12:44",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:42d24165-6af8-44be-ac29-b1dcde9ccf14,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694044
4694045,EKY,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,537678f4-dc0b-46d9-b9ff-80620d891c9b,31234100112257,EKY48827,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Henry R. DeSelm",,,1979,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Tennessee,Fentress,,,,,,,,,,,,,,,,,,,,,,,"2014-11-04 17:12:44",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:537678f4-dc0b-46d9-b9ff-80620d891c9b,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694045
4694046,EKY,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,69b45ec8-0c7b-495c-86ba-9aa3de7fb0b3,,EKY78335,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Rich Hannan; Loy R. Phillippe",,,1978,,,,,,"KSNPC Collection",,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, maximumElevationInMeters, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,,,,,"United States",Kentucky,Letcher,,,,,,,,,,,,,,,,,,,,,,lameace_hussain,"2015-04-03 10:59:18",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:69b45ec8-0c7b-495c-86ba-9aa3de7fb0b3,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694046
4694047,WILLI,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,d1b64a04-781f-44ed-b2e4-e58fa707a2cc,39399,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Peake, Dwight E",,,1978,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,,,,"herbarium - 1","United States",Virginia,Scott,,,,,,,,,,,,,,,,,,,,,,,"2016-04-14 11:50:33",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d1b64a04-781f-44ed-b2e4-e58fa707a2cc,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694047
