coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
7970439,"Tobe, John David",,1992-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"section: Rhytidospermum Spach; Clemson University (CLEMS)",urn:uuid:4bbb780e-0eaa-41ea-a522-ab969035bc42,"2015-12-01 15:24:17"
7970439,"Adams, J. E.",,s.d.,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:91cf089a-7d73-4a06-9a15-a9d1b7189c21,"2015-12-01 15:24:48"
7970440,"McCurdy, Yolande",,1973,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:5e933cc9-4d3c-448d-aa60-4820261e23b6,"2015-12-01 15:28:39"
7970440,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",0,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:c2b3fbad-039c-4932-97cc-ccb244ec82a3,"2015-12-01 15:29:08"
7970440,"Tobe, John David",,1992-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"section: Rhytidospermum Spach; Clemson University (CLEMS)",urn:uuid:d8998fd9-39e2-4195-96ee-ee647fd76d04,"2015-12-01 15:28:39"
7970441,"Radford, A. E.",,1956,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:3ba326ec-31b4-451f-971b-52a2e9ef42b0,"2015-12-01 15:31:12"
7970441,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:15fd98a5-1af2-41ad-beb2-16548063f2c0,"2015-12-01 15:31:12"
7970441,"Adams, J. E.",,s.d.,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:d0db8b6d-b0fb-4aa8-bd69-e653fccfca84,"2015-12-01 15:33:42"
7970444,"Ahles, Harry E.; Leisner, R. S.",,1956,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:35a21d6b-be9e-4fce-b641-9ecc2284600f,"2015-12-01 15:43:26"
7970444,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",0,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:d84de717-cd7f-4c1b-9cb9-f3364e2f5065,"2015-12-01 15:43:26"
7970444,"Tobe, John David",,1992-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"section: Rhytidospermum Spach; Clemson University (CLEMS)",urn:uuid:7ed59a79-da4e-4570-a96e-76a871abd91f,"2015-12-01 15:43:43"
7970444,"Adams, J. E.",,s.d.,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:9000a693-3825-43c4-9503-f90335ca9d86,"2015-12-01 15:43:58"
7970452,"Meyer, Frederick G.",,1900,,"Magnolia tripetala",0,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:a1cc0b57-4b0f-4a9f-a20f-45b01ced6399,"2015-12-01 15:46:21"
7970452,"Ahles, Harry E.; Leisner, R. S.",,1956,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:d255f9f5-6eb4-4563-8dc5-1543d820312e,"2015-12-01 15:46:39"
7970452,"Tobe, John David",,1992-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"section: Rhytidospermum Spach; Clemson University (CLEMS)",urn:uuid:bfa25c2a-ebe8-41c0-935a-6e178d324606,"2015-12-01 15:46:39"
7970453,"Radford, A. E.",,1954,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:8a54574e-c670-45be-9dab-3a58139a9193,"2015-12-01 15:50:38"
7970453,"Tobe, John David",,1992-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"section: Rhytidospermum Spach; Clemson University (CLEMS)",urn:uuid:04373a5c-9e7c-4c3c-ba61-37c00569834c,"2015-12-01 15:50:38"
7970454,"Godfrey, Robert K.",,1938,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:dcc980e5-37d2-4da9-b34d-1542b7ab9042,"2015-12-01 15:54:02"
7970454,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",0,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:4006d97d-2571-490d-b8b8-f3aa674d0079,"2015-12-01 15:54:19"
7970454,"Tobe, John David",,1992-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"section: Rhytidospermum Spach; Clemson University (CLEMS)",urn:uuid:81fc8fc2-4fb8-40fb-8a1d-1aae9e9154d5,"2015-12-01 15:54:02"
7970455,"Ahles, Harry E.; Carswell, Bonnie",,1963,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:57703c22-8e7a-4d48-8350-debe09e74c80,"2015-12-01 15:57:06"
7970455,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",0,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:2701554f-ad03-4453-9986-674afdeaf460,"2015-12-01 15:57:06"
7970455,"Tobe, John David",,1992-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"section: Rhytidospermum Spach; Clemson University (CLEMS)",urn:uuid:c156b22a-2fdc-44e2-a319-f4b7cf20868d,"2015-12-01 15:57:25"
7970457,"Harbison, T. G.",,1918,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:a2e2b25d-b287-45f3-8128-3e5544d59f06,"2015-12-01 15:59:56"
7970457,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",0,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:936ceb65-ae01-40a2-a882-774dc8864e0c,"2015-12-01 15:59:56"
7970457,"Tobe, John David",,1992-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"section: Rhytidospermum Spach; Clemson University (CLEMS)",urn:uuid:e54dfb0c-2a8e-4adc-aef5-a22fcfc8c5f5,"2015-12-01 16:00:18"
7970459,"Radford, A. E.; Beard, L. S.",,1954,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:33230585-0810-4a54-a3c2-7f47ef4414f1,"2015-12-01 16:02:13"
7970459,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",0,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:a2e63347-9ab1-4453-8706-4e046ff4136c,"2015-12-01 16:02:30"
7970459,"Tobe, John David",,1992-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"section: Rhytidospermum Spach; Clemson University (CLEMS)",urn:uuid:33976c87-152a-4a1f-837b-36cb1ef4a267,"2015-12-01 16:02:13"
7970464,"Stewart, S. C.; Stewart, Mrs. S. C.",,1942,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:73c7e0bf-c73d-40d2-a96b-9c77ee299658,"2015-12-01 16:24:03"
7970464,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",0,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:328fc823-e082-4b18-bd1d-b7f21e6f0e5d,"2015-12-01 16:24:03"
7970464,"Tobe, John David",,1992-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"section: Rhytidospermum Spach; Clemson University (CLEMS)",urn:uuid:8d0de752-ee5d-408f-aed8-5d2b4b0fcbeb,"2015-12-01 16:24:23"
7970465,"Radford, A. E.",,1956,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:285e10b0-d78f-4b19-8b83-114caa7482c5,"2015-12-01 16:31:28"
7970465,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",0,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:d06de240-1579-40ea-9c59-fe7e868e79ad,"2015-12-01 16:31:44"
7970465,"Tobe, John David",,1992-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"section: Rhytidospermum Spach; Clemson University (CLEMS)",urn:uuid:23120325-0da0-453b-86b7-537e5631f2ca,"2015-12-01 16:31:28"
7973999,"Ahles, Harry E.; Haesloop, J.",,1957,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:a0b28135-9e7f-4ea6-9751-352ca08b2705,"2015-12-01 16:39:58"
7973999,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:57773fe0-c939-4e84-a392-3a8d30e7268a,"2015-12-01 16:39:58"
7973999,"Adams, J. E.",,s.d.,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:7711e1d6-989d-49a0-891e-c21829ee2271,"2015-12-01 16:53:45"
7974000,"Freeman, Oliver M.",,1956,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:d97a8260-d046-4378-9d88-4c33ba4a1233,"2015-12-01 16:48:34"
7974000,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:7e7dd55a-8d56-4d90-b8ad-3ae131088a6e,"2015-12-01 16:48:34"
7974000,"Adams, J. E.",,s.d.,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:2612cad0-b91a-4602-b8a3-db00eb06551f,"2015-12-01 16:53:22"
7974001,"Bell, Clyde Ritchie",,1957,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:bafe6642-34a9-4102-815a-2accbfbc059e,"2015-12-01 16:52:41"
7974001,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:3559e042-4a55-4133-8aa5-88145bd06189,"2015-12-01 16:52:41"
7974001,"Adams, J. E.",,s.d.,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:a75636cd-53f2-4234-bf3c-1b3f50de47ba,"2015-12-01 16:52:20"
7974002,"Totten, H. R.",,1941,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:17bbb9b6-dc6e-4465-9112-2ecbde060702,"2015-12-01 16:58:40"
7974002,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:e0fa7527-e4eb-48da-8813-b136d50ff53e,"2015-12-01 16:58:40"
7974003,"Radford, A. E.",,1957,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:e6c1c326-11c2-493f-93d1-0bb67621ccc7,"2015-12-01 17:01:34"
7974003,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:3f228d59-7423-4660-b947-56e75652b390,"2015-12-01 17:01:34"
7974003,"Adams, J. E.",,s.d.,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:0f70411e-ffad-4dd9-8085-04213e3a1a03,"2015-12-01 17:01:14"
7974004,"Ahles, Harry E.",,1957,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:6feac117-e4f9-4486-96f6-ec6dfdede99a,"2015-12-01 17:10:28"
7974004,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:a3f43d4c-3386-4ca6-83b5-2af48c364109,"2015-12-01 17:10:28"
7974004,"Adams, J. E.",,s.d.,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:28fa510d-fc1b-4e02-a971-2f0cbdbecf51,"2015-12-01 17:10:43"
7976890,"Reed, John F.",,1933,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:9b081515-9ebe-4d13-b601-7f662b7ba5bc,"2015-11-30 13:20:21"
7976890,"Rockwell, Herbert C., Jr.",,1965-11-00,,"Magnolia tripetala",1,"(L.) L.",,,,,,"West Virginia University",urn:uuid:08d9941a-2c49-4fc6-b60c-dc9b3840212a,"2015-11-30 13:20:21"
7978104,"Ashe, W. W.",,1923,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:066fc2cc-4cb8-4d18-a0a3-b93ed4fe61bb,"2015-12-02 11:06:00"
7978104,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:c4ee264b-f93d-4946-a55c-80e87ef36b91,"2015-12-02 11:06:00"
7978105,"Ashe, W. W.",,1923,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:e928fcc5-8094-4cfc-9361-eeeb9c0b3961,"2015-12-02 11:08:03"
7978105,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:52a5a2ad-41a8-48f1-a898-3f7f373c13fe,"2015-12-02 11:08:03"
7978106,"Clark, Ross C.",,1967,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:61456721-e4a2-4062-a573-0ee80f170467,"2015-12-02 11:24:40"
7978106,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:66558ac9-957c-4ea3-92b4-a638940c6fae,"2015-12-02 11:24:40"
7978108,"Clark, Ross C.; Hare, T. B.",,1966,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:fc368421-e45b-40cd-adb3-776ec239cc1c,"2015-12-02 11:30:26"
7978108,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:7a7c465e-694f-482e-801b-bf00a55f765f,"2015-12-02 11:30:26"
7978109,"Ashe, W. W.",,1923,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:1af0cf18-7b77-4ffe-a65e-02c098a1e290,"2015-12-02 11:52:47"
7978109,"Clark, Ross C.",,1968,,"Magnolia tripetala",0,"(L.) L.",,,,,,"[verbatim annotation =] ! RCC 1968",urn:uuid:e2c87a98-6f69-4a74-b057-52cccd54332a,"2015-12-02 11:55:25"
7978109,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,,,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:53910e97-ea5c-492e-b481-59da954fad93,"2015-12-02 11:52:47"
7978110,"Harima, H.",,1967,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:cf1843d6-1255-4792-a792-9f8ebdb1ef6a,"2015-12-02 12:04:26"
7978110,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:3123032d-8f18-492d-bf80-fc9aa96980ff,"2015-12-02 12:04:26"
7978111,"Clark, Ross C.",,1967,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:21ac23fa-627a-4274-8976-5842a2ab8609,"2015-12-02 12:06:27"
7978111,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:8bc1b007-0630-4823-8f27-c39e6e798ba1,"2015-12-02 12:06:27"
7978114,"Bostick, P. E.",,1962,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:af466464-7ab4-48da-a0d9-0d697168fe6b,"2015-12-02 12:41:40"
7978114,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:348384da-102a-4c28-8f32-3615c85fab4b,"2015-12-02 12:41:40"
7978115,"Bostick, P. E.",,1962,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:264a1f42-ba70-4c0f-a64c-de8b30c66450,"2015-12-02 12:41:14"
7978115,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:45a3e68c-0a75-4605-8f0d-fbbedc9fb381,"2015-12-02 12:41:14"
7978117,"Bostick, P. E.",,1963,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:cbaf24cb-4be5-42ca-912f-58bf77e03818,"2015-12-02 12:43:43"
7978117,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:7d4f5982-59b4-4889-be53-0ff277496e7f,"2015-12-02 12:43:43"
7978118,"Bostick, P. E.",,1963,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:fae6869f-4096-4e71-aad2-1c092dd3012b,"2015-12-02 12:45:26"
7978118,"Clark, Ross C.",,1968,,"Magnolia tripetala",0,"(L.) L.",,,,,,"[verbatim annotation =] ! RCC 1968",urn:uuid:e936e5b7-c22a-44cc-a2d4-cba40de619d4,"2015-12-02 12:45:52"
7978118,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:20b30894-acb5-4a66-92ba-72ed04b5fa7c,"2015-12-02 12:45:26"
7978126,"Tucker, G. E.",,1967,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:fb48c7ae-a3dc-4ddb-98ac-bcbd5e5ffe54,"2015-12-02 13:39:25"
7978126,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:592d0381-50b8-4e62-b5db-85f98d40b6ea,"2015-12-02 13:39:25"
7978128,"Watson, Jackie",,1969,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:417ce956-76ee-446d-aa53-36668a1a629c,"2015-12-02 15:32:08"
7978128,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:1509710c-463d-403a-9854-4a26e7b46206,"2015-12-02 15:32:08"
7978131,"Redfearn, Paul L., Jr.",,1966,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:3b067740-84da-4789-841d-8716b67ad616,"2015-12-02 15:37:02"
7978131,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:6d196bbf-395d-4b8c-b8f0-4a17c16228d6,"2015-12-02 15:37:02"
7978133,"Redfearn, Paul L., Jr.",,1968,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:6da5ec34-0422-41c0-9851-764b9b94a7e1,"2015-12-02 15:36:19"
7978133,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:9d99130b-6d6a-46fc-8c0e-ba18edf3ce50,"2015-12-02 15:36:19"
7978136,"Tucker, G. E.",,1967,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:6e414a2c-b004-42b3-afa6-25958c6cf8f4,"2015-12-02 15:43:49"
7978136,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:5dcd5a10-e9e6-4268-b04a-85d9b7698d33,"2015-12-02 15:43:49"
7978137,"Redfearn, Paul L., Jr.",,1970,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:531c7e59-c854-4b0c-8e46-9f886d9f442d,"2015-12-02 15:51:36"
7978137,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:8af40982-be92-441d-969c-8cdf02d49b1f,"2015-12-02 15:51:36"
7978140,"Ashe, W. W.",,1923,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:ebbdbd5d-97ac-4085-a274-dbaa5a3fadc7,"2015-12-02 15:53:38"
7978140,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:e01945cd-d162-4aaa-8416-f231e0082e97,"2015-12-02 15:53:38"
7978142,"Demaree, Delzie",,1965,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:1485586d-9f01-4fbe-a21f-55375b48db22,"2015-12-02 15:55:43"
7978142,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:87e50cec-1eed-4c5d-9219-57d91eb34ff9,"2015-12-02 15:55:43"
7978144,"Redfearn, Paul L., Jr.",,1966,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:2f4da2a0-828b-4a18-96fe-6f4aa6541557,"2015-12-02 15:58:29"
7978144,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:1867c798-62e9-4a6e-abbc-fe20089a0412,"2015-12-02 15:58:29"
7978146,"Graham, W. L.",,1967,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:dcffbc8a-87ae-4506-a684-c57fc6af3ddf,"2015-12-02 16:00:40"
7978146,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:61ba8e92-8a36-4191-9922-eca3c1c40b97,"2015-12-02 16:00:40"
7978148,"Redfearn, Paul L., Jr.; Weber, Wallace",,1971,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:c773c89c-cddc-4d35-b53f-f254cf26674d,"2015-12-02 16:02:46"
7978148,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:a1d2a343-37cd-42ed-baea-56c5056d54a5,"2015-12-02 16:02:46"
7978151,"Redfearn, Paul L., Jr.; Redfearn, Alice",,1972,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:f2d59a12-5d7d-4d3c-a76e-b71da253398b,"2015-12-02 16:05:18"
7978151,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:0ec8965f-4b4f-485c-b9dd-6983c2579e39,"2015-12-02 16:05:18"
7978157,"Redfearn, Paul L., Jr.; Day, Sue A.",,1967,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:663caf00-a605-4b0b-9de3-0a3240bdadc2,"2015-12-02 16:08:02"
7978157,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:e5183aa1-87c6-4f3e-9738-8b569e797599,"2015-12-02 16:08:02"
7978162,"Redfearn, Paul L., Jr.",,1966,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:bebd369a-2123-446a-92cc-fc45d930b77a,"2015-12-02 16:09:52"
7978162,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:8814fbb2-dbf8-430f-8a73-8afad7eded63,"2015-12-02 16:09:52"
7978164,"Redfearn, Paul L., Jr.",,1968,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:d7a06be3-8d70-4d25-9bbc-071e379cad2a,"2015-12-02 16:11:46"
7978164,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:83d9aa52-9745-4051-bead-52757581545e,"2015-12-02 16:11:46"
7978169,"Coker, W. C.",,1936,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:311fe322-5b9f-47b0-b9c3-1b184b3ca080,"2015-12-03 12:16:54"
7978169,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:fd8f6d48-1c70-4823-a903-3ab829716045,"2015-12-03 12:16:54"
7978170,"Ashe, W. W.",,1924,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:191bddbb-188a-408c-bdc1-d469b39cc6f0,"2015-12-03 12:19:04"
7978170,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:44298882-0288-4d0e-8539-b1b8fc121c26,"2015-12-03 12:19:04"
7978172,"Coker, W. C.",,1936,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:187c6c0e-105b-459c-972c-f2ff02e68270,"2015-12-03 12:22:17"
7978172,"Meyer, Frederick G.",,1990,,"Magnolia tripetala",1,"(L.) L.",,,,,,"FLORA OF NORTH AMERICA; U.S. NATIONAL ARBORETUM, WASHINGTON, D. C.",urn:uuid:3307d6a4-2089-462a-903c-3580e82b3204,"2015-12-03 12:22:17"
7978174,"Clark, Ross C.",,1965,,"Magnolia tripetala",0,"(L.) L.",,,,,,,urn:uuid:14302837-fb29-47ec-83df-44f94347c368,"2015-12-03 12:32:33"
